reply_comment_total,digg_count,date,AF,video,comment_id
0,1,2025-03-31,看晕了这个视频 捂脸,video18,comment17707
0,2,2025-04-04,这分析，太牛了,video27,comment37806
0,1,2025-03-30,隔着屏幕都能让我恐高,video18,comment18303
0,3,2025-04-03,瑞思拜 兄弟 感谢,video27,comment37237
0,1,2025-04-02,你分析的太彻底了 捂脸,video27,comment39628
0,1,2025-03-31,全是NPC,video6,comment3208
0,0,2025-03-26,绿帽子,video10,comment7135
0,0,2025-03-31,自知之明 呲牙,video19,comment27717
0,0,2025-03-30,你好，你好，你好，你好，你好,video18,comment25141
0,0,2025-03-31,快来西安玩，西安必来呐！ 大笑 左上,video18,comment23587
19,70,2025-04-08,黑脸本来今年打算在西安或长沙中选个地方旅游，现在看来不用选了，就去西安吧,video41,comment53193
0,2,2025-04-03,你怎么比我中文还好 鼓掌 鼓掌 鼓掌,video27,comment37919
0,0,2025-04-03,这才是最真实的 赞,video27,comment43086
2,77,2025-03-29,主要是大家不认识他啊，你换周杰伦 刘德华试试 看,video12,comment9159
0,13,2025-04-04,眼前的雄狮向着魔方工作室发出了愤怒的怒吼！,video18,comment15031
2,3787,2025-03-26,目前看来这个哥们是个玩得起人，比部分白皮强了。,video6,comment3095
0,0,2025-04-05,赞 赞 赞 赞 赞 赞 赞 赞 赞 赞 赞 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰 玫瑰,video1,comment434
0,0,2025-03-31,一年后的甲亢哥：兄弟们，左上角福袋参与一下 看,video18,comment23267
0,0,2025-03-29,啥玩意儿？ 疑问,video12,comment9402
0,0,2025-03-31,油碟，都不沾,video24,comment33139
0,0,2025-03-31,应该来我们德宏吃涮涮辣,video24,comment32665
0,0,2025-04-13,看着头晕 尬笑 尬笑 尬笑,video18,comment18792
0,0,2025-04-01,什么时候来我们公司直播 捂脸,video19,comment27396
0,0,2025-03-28,圆哥说话很像10后， 贼好贼牛 我女儿她们年纪经常用,video7,comment3934
1,0,2025-03-31,看得我腿软 捂脸 捂脸 捂脸,video18,comment23487
0,0,2025-04-01,不怕不怕 该来的总会来的 中国人有能力应对 没事先来捧吧 谁杀谁还不知道呢 泪奔 泪奔 泪奔 泪奔 泪奔 泪奔,video27,comment45248
0,1,2025-04-12,荣昌小薛卤鹅还挺好吃的 赞,video41,comment53492
0,0,2025-04-04,辩证看待吧，内核强大，荣辱不惊。,video27,comment41899
0,0,2025-04-08,你们那，槟榔进口？？？进口？？？,video41,comment55196
0,1,2025-04-02,你需要一个值得信任并且专业的翻译，否则那些不好的翻译会曲解很多善良的人，那些人是善意的，但你没有体会到,video18,comment17301
0,4,2025-04-11,他体验过在中国高铁隧道都能流畅直播，不知道现在国外这么卡他是什么感受？ 展开说说,video42,comment55526
0,0,2025-04-03,牛逼,video27,comment42699
0,0,2025-04-04,吹口哨,video22,comment29462
0,0,2025-03-27,十几年前义乌市场全是这玩意,video3,comment1908
1,0,2025-04-02,那我们眼里的国外呢 捂脸 捂脸 捂脸,video19,comment26474
0,0,2025-04-03,我都吓死了,video18,comment21800
0,0,2025-03-28,扯头发卖 捂脸,video12,comment9870
0,0,2025-04-01,蘸油碟啊 泪奔 泪奔 泪奔 泪奔 泪奔,video24,comment32248
0,0,2025-03-30,换个翻译,video18,comment25726
0,1,2025-04-01,还是是四川人 口 多呀,video21,comment28864
0,1,2025-04-02,其实这也是一个过程 什么时候免疫了这种吹捧国人也就真正的自信了,video27,comment39936
0,1,2025-03-28,外国人来了有美酒 外地人来了有猎枪 微笑,video13,comment10184
0,1,2025-03-27,还以为是广州人 没想到居然是安徽的 发呆,video8,comment4326
0,1,2025-04-09,太正常了，林子大了什么鸟都有，何况我们体量太大了,video41,comment53747
0,0,2025-04-15,怎么防止？,video18,comment18645
0,0,2025-03-28,师傅 滚犊子 ,video14,comment11529
0,0,2025-04-09,他在邯郸,video41,comment54480
0,2,2025-04-09,我不用看，想来就来，不想来就算，我相信我们已经最牛！不需要别人来认可！,video27,comment37664
0,1,2025-03-31,中国人有句古话多喝开水！养生解辣 泪奔,video24,comment30682
0,0,2025-04-04,分析的对，但不是每个博主开都会受到关注，这就像领鸡蛋，先到先得，后面的就没了 比心,video27,comment41981
0,0,2025-04-01,一个网红而已，至于吗，一堆人围着,video25,comment35129
0,1,2025-03-31,很好，长脸 赞,video20,comment28590
0,0,2025-03-31,节目效果拉满了 呲牙,video24,comment32785
0,0,2025-04-10,我恐高症犯了 九转大肠 九转大肠 九转大肠,video18,comment19574
0,0,2025-03-31,写这文案你自己笑了没 捂脸,video19,comment27735
0,0,2025-03-30,在的呢亲 微笑 微笑 微笑,video18,comment25974
0,0,2025-04-13,恐高症的人看了 手脚发麻 流泪,video18,comment18770
0,0,2025-04-11,文和友是啥东西？干嘛的,video41,comment54130
0,0,2025-03-30,小伙子别怕。掉下去也摔不死。 捂脸 捂脸 捂脸,video18,comment26035
0,0,2025-04-04,赞 赞 赞 赞 赞 赞 赞 赞 赞 赞 赞 赞 赞,video27,comment41634
0,5,2025-04-03,不要飘飘然不知所以然。要谦虚，要保持学习的心态。,video27,comment36477
0,0,2025-03-29,发呆,video8,comment4526
0,0,2025-04-11,我还以为我手机卡呢 捂脸,video42,comment57012
0,1,2025-04-06,对我这个恐高症来说，隔着屏幕都晕了 捂脸,video18,comment16911
2,0,2025-03-27,背景音乐是什么？,video3,comment2010
0,0,2025-04-03,他当初打2k的,video26,comment35427
0,0,2025-04-05,看着挺危险的，其实一点也不安全 流泪,video18,comment21113
0,0,2025-03-28,哪个没有歧视 九转大肠,video13,comment10935
0,0,2025-03-28,一帮啥子,video15,comment11917
0,0,2025-03-25,科比饮料绷不住了,video5,comment2853
0,0,2025-03-26,他的祖国 尬笑,video8,comment5199
0,0,2025-03-31,武当山去一下很好玩有功夫,video18,comment23564
1,0,2025-04-03,兄弟，能不能让杰瑞更新 流泪,video27,comment42730
6,26,2025-03-29,感觉面相是不是变了 宕机 宕机 宕机,video17,comment12668
0,0,2025-03-27,来秦巴山区试试,video9,comment5658
0,0,2025-03-31,来重庆看看吧，精华在重庆！,video1,comment539
0,0,2025-04-08,想啥呢，商业合作,video41,comment55337
0,1,2025-04-03,去新疆直播，太美了,video18,comment17209
0,0,2025-03-31,我知道了外国人吃不了辣 捂脸,video24,comment32748
1,0,2025-04-03,肯德基就是 憨笑,video27,comment42564
0,0,2025-03-31,没教他先放冷后再吃？？ 捂脸 捂脸,video24,comment33358
0,0,2025-03-27,微笑 微笑 微笑,video8,comment5069
0,0,2025-03-26,你是中国人 我是外国人,video8,comment5481
0,0,2025-03-31,多实诚的孩子 赞！欢迎你们来广东的佛山,video24,comment33861
0,0,2025-03-30,我嘞个豆他竟然来郑州了 憨笑,video17,comment13581
0,0,2025-03-30,想看鹿来大连！我们这路边有很多！而且是纯野生的！,video17,comment13957
0,0,2025-04-05,他不冷吗,video37,comment50905
0,0,2025-03-31,广东女性就喜欢这种逼玩意？,video23,comment29656
0,0,2025-04-06,我都晕害怕了 隔着屏幕,video18,comment20564
0,0,2025-04-01,奥斯卡金像奖非他莫属 捂脸,video25,comment34852
0,1,2025-03-26,中国的隧道里无法收听FM ，但可以收到手机信号 ,video9,comment6024
0,0,2025-03-28,要是路口没有那么多摄像头抓拍就完美了,video13,comment11035
0,0,2025-04-04,就像小米一样,video27,comment41633
0,0,2025-04-01,七七真的很懂啊 绝望的凝视 绝望的凝视 绝望的凝视,video27,comment45373
0,0,2025-03-29,他在哪直播？,video17,comment14573
0,0,2025-04-03,我们是贫困县，得到不容易啊！,video27,comment42966
0,1,2025-04-03,你给他哈儿果我觉得挺好没问题，这这个打啵 尬笑 尬笑真的,video33,comment48748
0,6,2025-04-03,政治说要抓住机遇也要应对挑战,video27,comment36307
0,0,2025-04-11,我还以为是我卡了 捂脸,video42,comment56650
0,0,2025-03-28,俺不中嘞,video15,comment11872
0,0,2025-04-03,担心他会掉下去 不看,video18,comment21841
0,81,2025-03-27,美颜滤镜 看快成了白人了,video10,comment6328
6,1621,2025-04-01,保镖；能不能吃？吃不了去狗那桌 抠鼻,video25,comment34204
4,380,2025-03-24,这哥们的身形怎么这么像一个连麦外国人说唱的博主 思考,video2,comment722
0,1,2025-04-02,很实在的博主 赞 赞 赞 赞,video27,comment39735
0,0,2025-03-31,起床啦，开直播了，成都看大熊猫了 抠鼻 抠鼻 抠鼻,video18,comment23961
0,0,2025-03-30,老广,video8,comment4365
3,29,2025-03-26,标准的广东人 看,video8,comment4204
0,0,2025-04-11,我去！太卡了！ 发怒 发怒,video42,comment56086
0,0,2025-04-02,我们学会平视，不要仰视也不要俯视,video27,comment43751
0,0,2025-03-31,我看都头晕 捂脸,video18,comment24327
0,0,2025-04-01,泪奔 泪奔 泪奔,video11,comment7864
2,0,2025-04-01,以后我们去呗 抱抱你 抱抱你,video18,comment23069
0,1,2025-04-07,3个平台都有3千万，那么实际粉丝应该有五六千万 看,video26,comment35259
0,1,2025-04-06,不亚于地球人与外星人见面 Night,video38,comment51376
4,1,2025-04-01,他戴的假发吗？前几天不是当和尚了？ 捂脸,video24,comment29764
0,0,2025-03-27,Bro 捂脸,video11,comment8934
10,2300,2025-03-31,店长：好消息：今天来了很多客人 坏消息：没有一个人点餐 宕机 宕机 宕机,video24,comment29678
0,0,2025-04-02,中国一直是一个包容的国家，只要你认同我们的文化，传统就是朋友，但是消费我们的善意永远只是让你自己得不偿失，,video27,comment43674
0,0,2025-03-30,视频发了说明人还在 呲牙,video18,comment24901
0,0,2025-04-10,看的我头晕 笑哭,video18,comment19284
0,4,2025-03-30,家人们普通家庭英语一定要学啊，绝对的出路,video16,comment12205
0,0,2025-03-31,欢迎来重庆1949吊威亚,video18,comment23677
0,0,2025-04-01,我的天呐，这个镜头转的我晕晕的 微笑,video18,comment22600
0,0,2025-04-06,为啥我看不见国外的评论啊 捂脸 捂脸,video18,comment20719
0,0,2025-04-03,对的，谨慎的。别说什么停止大力发展了,video27,comment43100
0,9,2025-03-28,惬意的生活给我逗乐了,video13,comment10058
1,5,2025-04-01,中国到处都是佛罗里达哈哈哈哈哈,video21,comment28834
0,0,2025-04-10,哪边 呲牙,video18,comment19312
4,17,2025-04-04,笑点在哪啊,video37,comment50693
0,0,2025-04-06,来杭州吧,video18,comment20803
0,0,2025-03-31,这哥们黑火了 捂脸,video3,comment1576
0,0,2025-03-31,为什么要去河南 捂脸 捂脸 注册也是河南,video18,comment23366
0,0,2025-04-02,好刚哦，特辣不沾油碟,video24,comment31527
0,0,2025-04-08,没吃猪脚饭吗,video40,comment53101
3,110,2025-04-02,给甲亢加关税,video30,comment47213
0,0,2025-03-30,再神经的到中国进修一下都会变的眉清目秀，彬彬有礼 捂脸,video1,comment582
0,0,2025-03-31,鼓掌 鼓掌 鼓掌 鼓掌 鼓掌,video1,comment423
1,1,2025-04-04,所以，我们学的英语给英语国的人看，也是我们看这句话的这种感觉吗 裂开 裂开 裂开,video27,comment39085
0,0,2025-03-30,Please come to Xuchang Xuchang has the best supermarket in China This has exceeded 99 of cities in China PangDonglai the best supermarket in China is waiting for your visit请来许昌。许昌有中国最好的超市。这已经超过了中国99 的城市。中国最好的超市——胖东来，期待您的光临,video18,comment25544
0,0,2025-03-30,真怕掉下去啊，给我吓够呛 捂脸,video18,comment25882
0,1,2025-03-31,真勇敢 鼓掌 鼓掌 赞 赞,video18,comment17582
0,0,2025-03-31,好能吃辣,video24,comment33407
3,0,2025-03-28,中国应该是一个包容的国家，只要合法合规对中国有贡献的都应该欢迎,video11,comment8778
0,2,2025-03-30,翻译有问题翻译有问题翻译有问题，行程有问题行程有问题。需要各地文旅局介入配合,video16,comment12076
0,0,2025-03-27,这是马来西亚人？ 呲牙,video7,comment3981
0,0,2025-04-02,确实为了不重蹈覆辙我们应该征服地球。,video27,comment43458
0,0,2025-03-30,大笑 大笑 大笑第一,video18,comment26234
0,1,2025-04-02,文笔好，更有思想深度,video27,comment39723
0,0,2025-03-29,这几天的空气质量有点不太好哎,video17,comment14644
9,68,2025-03-31,怎么我高铁不过隧道刷抖音都卡 听歌,video19,comment26262
0,0,2025-04-02,保镖挺能吃辣,video24,comment31485
0,0,2025-04-01,没钱在哪都一样的 捂脸,video27,comment45075
0,0,2025-04-12,我以为是我的网卡了 尬笑,video42,comment55700
0,0,2025-04-10,重庆太棒了 想去玩,video39,comment52139
0,1,2025-03-28,那还回去干嘛 看 看 看，在这生活呗！反正。他搞的抽象，比国内挑战博主有趣。 看还不如他来,video13,comment10048
1,0,2025-04-04, 这个 ,video34,comment49782
0,0,2025-04-01,吃辣还得江西,video25,comment34126
0,0,2025-04-04,保镖不语，只是一味地炫肉 看,video24,comment31320
0,0,2025-03-30,。。。好抽象 不懂,video6,comment3247
0,1,2025-04-01,我边吃火锅边看边笑 捂脸 捂脸,video24,comment30420
1,1,2025-04-04,看着我心跳的厉害 流泪,video18,comment17061
0,0,2025-04-01,和马牛逼一起会擦出什么样的火花呢 看,video24,comment32053
0,0,2025-04-01,你说的太对了,video27,comment44960
0,0,2025-03-30,怎么不让他在楼梯那里后空翻 捂脸,video17,comment13609
0,1,2025-03-30,来中国人的老家不过分吧 调皮,video17,comment13219
0,0,2025-04-04,香港是中英文语12年免费教育 赞,video34,comment49771
0,0,2025-04-06,建议你去了解一下中国的工人农民医疗教育。,video18,comment20544
0,2,2025-03-28,广州女婿,video11,comment7305
0,1,2025-03-26,我在小县城，我的信号只有在电梯里才会断掉,video7,comment4015
0,0,2025-04-03,对呀，我上我六千工资的班，工资也不涨呀，看个乐就行了 大笑,video27,comment42915
0,0,2025-04-01,中国没有想象的那么好，也没有想象那么坏，有些东西物价低是真的，有些东西物价高，也是真的，在这里打工，是牛马是真的，但是比较安全，也是真的，被传统束缚也是真的 捂脸,video27,comment45978
0,0,2025-04-12,快下来 捂脸 捂脸,video18,comment18950
0,0,2025-03-27,嘿补漏那是我们家,video11,comment8955
0,2,2025-04-02,有道理！点赞！我们应该保持本色 不卑不亢。,video27,comment38207
0,1,2025-04-03,中国人不管你是诋毁还是夸奖，都不会太过于意，我们在意的还是做好自己的事,video27,comment39140
0,0,2025-04-09,牛逼 赞,video39,comment52289
0,0,2025-03-29,哈哈哈哈哈,video8,comment4529
0,0,2025-04-09,前面去的都是老牌一线，长沙肯定有差距，很正常,video39,comment52280
0,0,2025-03-28,装疯卖傻第一人,video13,comment10445
0,0,2025-04-16,主啵长得像马思唯 比心,video11,comment7276
0,0,2025-03-31,路人听不懂没玩 How are you 的梗 看,video19,comment28024
0,0,2025-04-03,重庆真这样，重庆欢迎你,video31,comment47797
1,1,2025-04-11,早知道甲亢哥要去蒙古，在国内时推荐他也去趟人均GDP前列的鄂尔多斯 呲牙,video42,comment55520
0,0,2025-03-29,男的追星也一样，甚至更逆天，女生还要求明星又帅品行还要端正，男的就硬舔,video12,comment9771
7,2,2025-03-31,怎麼我高鐵沒信號？,video19,comment26857
0,2,2025-04-04,云南泼水节,video18,comment16080
0,3,2025-04-06,你分析得很正确，同时你对中国的文化也很有研究，我们要居安思危。 赞 赞,video27,comment37086
0,0,2025-03-28,这是在上海好么，150不贵,video3,comment1422
0,0,2025-03-28,送给他一个，回报要大很多,video3,comment1542
0,1,2025-04-03,另一个保镖还在练习用筷子根本不看老板一眼哈哈哈,video24,comment30318
0,0,2025-03-26,广东扣分,video8,comment5149
2,24,2025-04-08,没怎么关注，最后一天怎么烂了，昨天就看到在骂了，求课代表科普 不是吧 不是吧 不是吧,video41,comment53241
2,9,2025-04-08,荣昌的小薛卤鹅很好吃，我从小吃到大 捂脸,video41,comment53427
0,0,2025-04-09,应该在上面设计一个椅子，坐到椅子上面就安全多了。我知道，其实他并不高，13 14米。,video18,comment19672
0,3,2025-04-03,国民要一直保持谦虚谨慎得作风，不忘初心,video27,comment37295
1,1,2025-03-27,你快去跟他互动,video10,comment6558
0,0,2025-03-31,别的不知道，他一来像你这样的营销号赚麻了,video19,comment27849
0,0,2025-03-27,谁跟你咱了,video8,comment4920
0,0,2025-04-10,好听爱听,video39,comment52190
0,2,2025-04-02,发现一位清醒博主,video27,comment38332
0,0,2025-03-31,带我找他去,video18,comment23628
0,0,2025-03-30,都去关注真号，假号直接取消互关啊，假号没有必要关注。,video17,comment14388
0,0,2025-03-28,我这工作接触的老外比较多，德国佬刚来第一个月，天天跟我说中国牛逼，半年后天天摇头 捂脸,video13,comment10598
0,0,2025-04-01,优秀作品 比心 赞,video27,comment45188
0,0,2025-03-31,在上面表演个后空翻，让我看看,video18,comment23219
4,448,2025-04-03,命苦哥,video32,comment47987
0,0,2025-04-11,来云南过泼水节啦,video18,comment19079
0,0,2025-03-28,真去了啊 捂脸 捂脸 捂脸 九转大肠 九转大肠,video14,comment11597
1,3,2025-04-04,你咋下来的？ 思考,video18,comment15397
0,0,2025-04-02,我感觉甲亢哥每一个挑战都是不想活了,video24,comment31573
1,0,2025-04-02,上得去 下不来 jio会打摆子 ,video18,comment22352
0,0,2025-03-29,dark 捂脸 捂脸 捂脸 捂脸,video5,comment2649
0,0,2025-03-31,啥都行，就是这个翻译有点不行，个人感觉,video19,comment27984
0,0,2025-04-11,我得 法 ,video42,comment56727
1,0,2025-03-26,居然还会 道友再会 看,video7,comment4128
0,0,2025-03-28,咱的祖国,video8,comment4741
0,8,2025-03-31,整活儿的人来到了一座到处会整活的城市 看,video21,comment29031
0,0,2025-03-26,什么你的祖国 尬笑,video8,comment5173
0,0,2025-04-04,这个视频必须要火才行,video27,comment41717
0,0,2025-04-11,我还以为我手机卡了，我还在换网 捂脸,video42,comment56932
3,6,2025-04-01,为啥我在高铁上卡的不行啊 发呆,video19,comment26721
0,0,2025-03-30,你所谓这个天梯景点太多 我都没记住,video18,comment25003
0,0,2025-03-31,敢吗,video18,comment23126
3,27,2025-04-04,我今年一月去的，地铁里，两个看起来初中生的样子，全程和一个外国长相的也是学生，全程英语沟通，真的是丝滑啊 赞 赞,video34,comment49418
8,0,2025-04-11,蒙古还是内蒙古,video42,comment56895
0,0,2025-04-02,下楼才是最恐怖的开始 微笑,video18,comment22417
1,36,2025-03-28,如果不是npc打死我也不信,video6,comment3144
0,1,2025-04-04,为啥别人都是成对成对的上去，就主播是一个人上去！ 不失礼貌的微笑,video18,comment17059
3,4,2025-04-11,不是说星链牛逼吗,video42,comment55468
0,0,2025-03-28,一进去就卡了,video13,comment10959
0,0,2025-04-05,中文不错 赞,video27,comment41459
2,0,2025-04-05,捂脸,video36,comment50618
1,0,2025-03-31,我看视频我腿还有身体都不自主的抖,video18,comment23125
0,6,2025-04-06,如果摔在这上面怎么办,video18,comment15423
0,1,2025-04-08,bgm是啥呀,video36,comment50509
0,0,2025-03-30,你好，你好，你好，你好，你好,video18,comment25251
0,0,2025-03-29,这两天才知道,video12,comment9770
0,16,2025-03-24,这哥们儿搞抽象，上来就I am your son 看,video2,comment737
0,0,2025-03-31,150 捂脸 有点黑了,video3,comment1538
0,2,2025-03-29,完了，这声音跟形象完全不匹配，他一说话感觉我脑子里生成的是另一个国人 捂脸,video11,comment7488
0,0,2025-04-05,说真的 捧杀才是最可恨的,video27,comment41408
0,0,2025-04-03,欢迎来我们武汉直播,video18,comment21874
0,0,2025-04-03,有深度哥们 赞,video27,comment42723
0,0,2025-04-04,原来香港人是这样的 暗中观察,video35,comment50399
2,1,2025-03-24,这是你哇哥吗？,video2,comment715
0,0,2025-04-03,甲亢哥，在哪直播？,video18,comment22003
0,0,2025-04-01,确实说的对，捧杀让我们自豪，骄傲，到这种评价反而容易被人利用，只要有利益存在就会出现为了流量出现无法控制的局面,video27,comment45388
0,6,2025-03-25,甲亢：我来到中国才知道我就是个弟弟，这里满大街都是抽象 泪奔,video2,comment924
1,3,2025-04-02,我们很谦虚也很自信，但我们不需要骄傲。天下三足鼎立，分久必合，合久必分已经习惯历史循环，我们还在初级阶段，离中级发展阶段还要继续加油,video27,comment37477
0,0,2025-03-28,究竟是谁在享受啊 捂脸,video13,comment10140
0,0,2025-03-31,来安阳啊，哥们 看,video18,comment23949
0,0,2025-04-01,他们会用筷子？,video24,comment32274
0,7,2025-04-04,给甲亢哥头疼的连吃了四片药 捂脸,video35,comment50140
0,26,2025-04-05,原来这款妹子全球通吃啊 微笑,video37,comment50780
0,1,2025-03-28,甲亢哥x s w l,video4,comment2453
0,0,2025-04-11,我还以为内蒙呢,video42,comment56874
0,0,2025-04-15,玫瑰 玫瑰 玫瑰太棒了 比心 比心 比心,video39,comment51807
0,3,2025-04-02,中国人的文化自信，民族自信，越来越多的外国人会来到中国，中国又会逐渐回到网络上的聚光灯下,video27,comment37518
0,3,2025-03-29,好可爱的大男孩！ 玫瑰 玫瑰 玫瑰,video1,comment186
0,0,2025-04-03,为什么不在上面来个后空翻？,video18,comment21916
0,0,2025-03-26,卧槽，不是，兄弟，我的祖国,video8,comment5486
0,0,2025-03-30,不去洛阳么？去洛阳吧,video17,comment14009
0,1,2025-04-02,我感觉甲亢哥在中国就是个小网红，,video27,comment39828
0,0,2025-04-08,笑哭,video8,comment4221
63,497,2025-04-08,深圳，你以为 微笑,video40,comment52894
0,0,2025-03-28,让他感受一下科技与狠活 舔屏 舔屏 舔屏,video13,comment10937
0,0,2025-03-30,来无锡东北塘打棒球 碰拳,video17,comment14179
0,6,2025-04-02,完了，我没看懂 流泪 流泪 流泪只看懂一半 流泪谁帮我解释一下 流泪 流泪 流泪 流泪 流泪 流泪谢谢 ,video27,comment36073
0,1,2025-04-18,看的我脚心软,video18,comment16560
0,0,2025-04-05,哥们 赞,video27,comment41403
1,0,2025-03-26,会卡但不至于直接断网,video9,comment5911
0,0,2025-04-02,时刻保持清醒 赞,video27,comment44004
0,0,2025-04-01,诶，我要这么容易被捧杀，那我在唐朝的时候应该就灭亡了。 看,video27,comment44843
0,4,2025-04-02,告诉你一个秘密中吹的是华人！因为他们在外面生活需要自信。我们中国人只想过自己的日子！谁也别想我们的土地上乱来,video27,comment36890
0,0,2025-03-27,让老板坑一次怎么啦 看,video3,comment1855
0,0,2025-04-07, 想握住此生辽阔，赠你满天星火,video27,comment40899
0,3,2025-04-02,中国人永远不能忘记历史，并且擦亮眼睛,video27,comment37472
0,1,2025-04-09,哈哈，给我看笑了，没去医院看看啊,video40,comment52907
0,0,2025-03-27,吐刀乐 吐刀乐,video3,comment1968
0,0,2025-03-31,这也不是络平头圆脸络腮胡啊 他急了,video21,comment29123
0,2,2025-03-31,他应该是被辣油呛到了吧,video24,comment30223
0,5,2025-04-08,我感觉他比很多国人理智耶,video27,comment36146
0,1,2025-04-03,不愧是我关注了好几年的外国博主,video27,comment39303
0,2,2025-03-31,是我都要吓死了 看,video18,comment17492
0,0,2025-03-27,说的没错啊，博主是我老乡,video11,comment9071
0,4,2025-03-30,为什么不在上面后空翻 看,video18,comment15593
0,0,2025-04-02,这鼻子是真的嘛 宕机 宕机,video24,comment31504
0,0,2025-03-30,怎么不敢后空翻了 看,video18,comment26168
0,6,2025-04-04,一个外国博主能说出捧杀一词，我就明白他想表达的是什么，所以我们国人要好好爱自己的国家，不要盲目的去被别人带着节奏去看问题,video27,comment36274
0,0,2025-04-05,梅西真没绷住,video32,comment48452
0,0,2025-04-02,为你点赞！,video27,comment43385
0,0,2025-04-01,中国人其实不是很在乎别人怎么评价，我们过好我们自己的生活就好，任重而道远，就像你说的还有很多中国人生活的很辛苦，我们还需要继续努力，让我们的家园更美好,video27,comment45601
0,0,2025-04-10,一起让文和友关门。就可以了,video41,comment54338
0,0,2025-04-03,哥 可以来云南了,video18,comment22011
1,0,2025-04-11,为什么不用星链？,video42,comment56283
0,0,2025-03-26,下次记得说粤语,video8,comment5405
0,0,2025-03-27,这甲亢哥的滤镜也太 憨笑,video10,comment6982
0,2,2025-03-28,当年做这个姿势的还是只黄皮的,video14,comment11097
0,0,2025-03-26,广东男的看好你们的女人。 尬笑,video8,comment5495
0,0,2025-03-31,苹果手机信号最垃圾,video19,comment27898
0,1,2025-04-09,我的家 流泪 爱心,video40,comment52820
0,0,2025-03-31,吓死我了,video18,comment23281
0,4,2025-04-09,就算没有芒果台和文和友这两个事件，长沙也真的没什么好玩的 捂脸,video41,comment53400
0,0,2025-03-31,去通天佛手,video18,comment24247
1,0,2025-04-04,我的妈没想到这层,video27,comment41728
0,0,2025-03-26,太抽象了,video10,comment7173
1,147,2025-04-02,真的碰上了啊,video30,comment47264
0,3,2025-04-02,说的对，会越来越多人来中国套钱,video27,comment37360
0,1,2025-03-30,开开封万岁山武侠城,video17,comment12867
0,1,2025-03-24,看 看 看 看 看,video2,comment1046
0,0,2025-03-27,新民族。中国蓝，足球，田径都有望了 大笑,video11,comment8902
0,0,2025-04-09,卡莫 北鼻…… 勾引 歪康吐踹拿,video39,comment52320
0,0,2025-04-11,我以为我卡了 捂脸,video42,comment55789
0,0,2025-04-01,李美越一直在抹黑挑事,video19,comment27414
0,0,2025-04-02,害羞了！,video30,comment47637
0,0,2025-04-01,别这样，我还不适应,video27,comment45793
0,0,2025-04-03,说对了 赞,video27,comment42375
0,0,2025-04-03,哥云南来玩泼水节 看 看,video18,comment21717
0,1,2025-04-14,hi，bro，这里是我家，是我的祖国妈妈,video11,comment7292
0,0,2025-04-01,保镖俩哥吃嗨了，炫起来 ,video24,comment31737
0,1,2025-03-25,我记得冰红茶好像联动过NBA的不知道是不是我记错了 捂脸包装就是球衣的那种,video5,comment2914
0,3,2025-04-01,吃了一口菜，喝了两瓶饮料 捂脸微辣的我都吃不到,video25,comment34290
0,0,2025-04-15,这小子笑容是真诚的 比心,video1,comment93
0,0,2025-03-28,这哥们儿零五年的,video10,comment6737
0,0,2025-04-13,也许人民会被麻痹，但是解放军永远不会放松警惕，我们为什么能生活得如此好，是因为我们清楚知道有人在为我们负重前行！,video27,comment40376
1,48,2025-03-28,让他撸个网贷买个小米 看,video13,comment9976
0,1,2025-03-31,中国年青人会玩 赞,video20,comment28639
0,2,2025-04-10,捧杀还是不太好。我们也不想惹事,video27,comment37660
0,1,2025-04-03,我也想说像特朗普哈哈哈哈,video30,comment47367
0,0,2025-04-01, 泣不成声,video21,comment29001
0,0,2025-03-30,看着都眩晕！我怕怕,video18,comment25892
0,0,2025-04-13,我知道这个可不是装的，是真的辣，特别辣，最辣那种感觉 捂脸,video24,comment29801
0,2,2025-03-29,终于知道甲亢个为什么要学武术 赞,video12,comment9499
0,0,2025-04-09,不是在河北邯郸吗,video41,comment54424
0,0,2025-04-02,不关我的事 我只在意外国人来 能不能带动中国经济 能不能让我们富有,video27,comment43589
16,882,2025-03-25,我15年左右去的上海城隍庙，还是这个地方卖小黄人飞机，问他多钱他说50 然后过来了个老外问多钱，他给我说别说话，等下20卖我一个 然后告诉老外100块一个 捂脸这么多年过去了，还是这样 捂脸 捂脸 捂脸,video3,comment1124
0,1,2025-04-03,除了 工作 人卷 别的没啥,video27,comment39421
0,0,2025-03-29,很多国人对黑人都有脸盲的症状吧 捂脸,video12,comment9656
0,1,2025-03-28,憨笑 强壮,video4,comment2531
0,0,2025-03-29,你比吴京懂爱国,video11,comment8382
0,0,2025-04-04,不是说香港不追星吗 看,video35,comment50323
6,62,2025-03-27,中文怎么变这么好了，以前还只说英文啊，牛逼！,video7,comment3715
0,0,2025-04-01,火锅打人了 尬笑,video24,comment31787
0,0,2025-03-28,你是晒黑的吧,video11,comment8678
0,0,2025-04-01,魔方道歉,video25,comment35070
0,0,2025-03-31,外国人吃应该蘸芝麻酱更好点,video24,comment33728
0,0,2025-03-28,昆仑nu,video11,comment8717
0,0,2025-04-01,这个人了不得 赞,video27,comment46036
0,2,2025-03-30,头发怎么回来的 微笑,video18,comment16398
0,0,2025-03-28,咋不去流水线工厂体验一下,video13,comment10763
