reply_comment_total,digg_count,date,AF,video,comment_id
0,3,2025-04-01,双向思考太棒了,video27,comment37534
0,0,2025-04-05,捂脸 玫瑰,video18,comment20966
0,0,2025-04-02,超级可爱 赞 赞 鼓掌 鼓掌 鼓掌,video11,comment7796
0,7,2025-04-03,你说的对，只要最真实的中国展现给你们，不需要捧杀。任何东西都做不到完美,video27,comment36200
0,3,2025-04-01,郑和下西洋何尝不也是外人对我们的捧杀呢 捂脸,video27,comment37543
0,0,2025-04-05,清醒,video27,comment41392
0,4,2025-04-03,重庆哈儿果，吃了考大学 捂脸 捂脸,video33,comment48839
0,0,2025-03-28,每次看到他 我赶紧摸了下我的眼珠子 捂脸,video14,comment11390
5,1903,2025-04-04,绍兴甜妹张丽芹 爱心,video37,comment50677
0,3,2025-03-30,保镖哥：老板哥平路摔个狗吃屎，大家一起笑话他 微笑,video12,comment9312
0,1,2025-04-05,防止糖衣炮弹,video27,comment38848
0,0,2025-04-04,说得好 比心 比心 比心,video27,comment41999
0,0,2025-04-20,什么时候，是我们中国 不是你家妈妈怀抱，是我们的,video11,comment7223
0,3,2025-03-30,下一站四川 赞 赞 赞 赞 赞,video18,comment15879
0,2,2025-04-05,韦世豪真尴尬 捂脸,video32,comment48404
0,3,2025-03-26,角角露脸照,video6,comment3491
0,0,2025-03-27,抖音给的金币太少了，我要去下快手了,video10,comment6975
0,0,2025-04-11,我还以为我手机出问题 捂脸,video42,comment57114
0,0,2025-03-29,有五星卡，才叫回,video11,comment8404
0,2,2025-04-04,保持自信，保持清醒，力求展新发展，爱中国！,video27,comment37825
0,0,2025-04-01,憨笑,video18,comment22575
0,1,2025-04-05,成都，，重庆，有意思的，，有活儿。,video32,comment48274
0,0,2025-03-28,非洲你才叫回ok！,video11,comment8679
0,0,2025-04-12,槟榔是致咽喉癌东西。,video41,comment53934
0,0,2025-04-05,赞 赞 赞 赞,video1,comment427
0,0,2025-04-01,留在加拿大把。别回来了,video11,comment7897
0,0,2025-03-31,高铁隧道5g？这个有点假了,video19,comment27885
1,0,2025-03-31,头回吃这么辣得，上大号得多遭罪呐 暗中观察,video24,comment32843
0,1,2025-03-29,我以为他上了台阶后空翻呢 捂脸,video17,comment13305
0,0,2025-03-29,有客人来你家，你会带他去你家的菜地吗？ 捂脸然后说我有多么苦多么累吗？,video16,comment12435
0,0,2025-04-01,你说话很中肯，谢谢你的善意提醒。,video27,comment46115
15,92,2025-04-08,长沙我是永远永远不会去的一个地方,video41,comment53196
0,0,2025-04-09,还有高手,video39,comment52287
0,1,2025-04-04,这哥们实在，理性。且极具知识内涵,video27,comment39097
1,0,2025-04-09,槟榔只是地方习俗，别扩大解读,video41,comment54483
0,0,2025-04-11,所以长沙的特产是什么？,video41,comment54001
0,0,2025-04-03,除了爬楼就是爬楼,video31,comment47908
0,0,2025-04-07,围城效应，里面的觉得外面好，外面的觉得里面好,video27,comment40902
0,0,2025-03-30,来海南,video17,comment14152
0,0,2025-04-02,分析的不错,video27,comment44560
4,0,2025-03-30,来就来吧，咱们也没那么急切的想向世界展示，,video17,comment14433
0,2,2025-04-08,我滴天，我手机上看着腿都在发软啊 捂脸,video18,comment15959
0,3,2025-04-06,确实，捧杀会越来越多,video27,comment37082
0,1,2025-04-08,笑死我了 尬笑 呲牙好像孙悟空吃面条的场景,video24,comment30085
0,0,2025-04-04,去新疆,video18,comment21547
0,0,2025-03-29,这个MCN安排就是一坨屎,video17,comment14508
2,1,2025-04-09,长沙物价真的好高,video41,comment53790
7,21,2025-04-04,香港是不是都全英语教学,video34,comment49416
0,1,2025-04-01,来江西试一下 看,video25,comment34489
3,9,2025-04-07,广州白云族？ 不失礼貌的微笑,video11,comment7240
3,3,2025-03-30,这是他的号吗，粉丝怎么涨这么慢？,video18,comment15862
0,0,2025-04-03,要是在这上面做个后空翻那不直接起飞了 看,video18,comment21854
0,1,2025-04-10,七七像基辛格一样了解我们,video27,comment38596
0,3,2025-04-03,我只怕一件事，别跟明朝的时候万国来朝看到明朝的繁华后多了很多传教士来偷东西，然后等强大了再对付中国，建议国家看严点，免得到了2040年中国到了巅峰的时候家里的东西又被偷,video27,comment37335
0,0,2025-03-30,C罗在重庆等你。,video18,comment24982
0,2,2025-03-30,怎么不后空翻了,video18,comment16531
0,4,2025-04-03,狼是否来，取决于我们是否有棍棒。,video27,comment36817
0,0,2025-03-31,我看了都头晕腿软,video18,comment24184
0,0,2025-04-02,中国人的文化不自信确实容易导致过多地相信西方人的吹捧，个样子就是日本人那样，文化自信需要构建,video27,comment44243
0,0,2025-04-01,我弹幕还是比较正常 微笑,video25,comment34900
0,0,2025-04-04,欢迎来天津，看看最美天津五大道海棠花,video18,comment21230
0,0,2025-04-01,每一个人都有闪光点，每一个地区也都有闪光点，每一个国家也都有闪光点，世界不是孰强孰弱，而是天地大同,video27,comment45654
0,0,2025-04-03,我恐高,video18,comment21752
0,1,2025-04-01,看了手心冒汗,video18,comment17432
0,0,2025-03-29,这嘴唇子得有二斤多吧,video8,comment4705
0,0,2025-03-31,这个博主无偿自愿翻译，为你的行程安排翻译，我艾特你希望你能看到。你需要这个。This blogger volunteered to translate for your itinerary free of charge I hope you can see it You need this ,video18,comment23738
0,0,2025-04-09,隔着屏幕我都有恐高的感觉 泣不成声 泣不成声,video18,comment19704
0,1,2025-04-04,博主你真的很厲害 送心 送心,video27,comment38925
7,18,2025-04-04,这个小女孩绝对不是local,video34,comment49366
0,0,2025-04-04,有道理,video27,comment42122
0,0,2025-04-08,感觉要摔下来了,video18,comment20113
0,1,2025-04-04,田一鸣终于带上货了 绿帽子,video18,comment17086
0,2,2025-04-06,喔买嘎，我尿裤子了,video18,comment16008
0,0,2025-04-06,云南泼水节要开始啦，欢迎您以及大家都来玩 坏笑,video18,comment20582
0,0,2025-04-01,说的不错,video27,comment45838
0,0,2025-04-06,上次在我国经过同一条街我就在餐厅里面刚好停下来我看到场面好震撼啊 结果我不知道是谁 捂脸 可是我的儿子已经陷入疯狂 泪奔,video33,comment48863
0,1,2025-04-20,这家伙的宣传厉害，其他人中国视频活不过一周,video39,comment51620
0,1,2025-04-05,标准外国亚裔审美,video34,comment49675
0,0,2025-04-05,有点不礼貌 发呆,video35,comment50416
0,0,2025-03-30,第2436名,video18,comment25438
1,4,2025-03-26,冰镇如国窖 常温如马尿,video5,comment2751
0,0,2025-04-11,看得我红温,video42,comment56381
0,0,2025-04-21,躺在床上看都发抖 捂脸 捂脸 捂脸,video18,comment15190
0,0,2025-04-03,对对对 同胞们一定要清醒 赞,video27,comment42217
0,1,2025-04-01,所以中国是只有甲亢哥去过的地方才是中国吗 大笑,video19,comment26935
0,1,2025-04-05,红配绿真好看 呲牙,video37,comment51018
0,0,2025-04-05,说的真的太牛了 很有远见,video27,comment41514
0,0,2025-04-02,建议来北京第十七中学高碑店校区It is recommended to come to Gaobeidian Campus of Beijing No 17 Middle School ,video18,comment22348
0,0,2025-03-31,这哥们居然来到了神最多的成都 捂脸 捂脸,video21,comment29060
0,3,2025-04-01,保镖：你死你的，我吃我的 尬笑,video24,comment30070
1,0,2025-03-28,剃完了？还是带了头套,video14,comment11160
0,0,2025-04-03,历史像车轮，推着人类向前进，这种事情在中国几千年历史里已经上演过好多次了，繁华到衰弱，再次繁华，只要中华文明还在就不用怕 灵机一动,video27,comment42743
0,1,2025-04-03,兄弟，你说的很客观，中国人不傻，放心,video27,comment39481
0,0,2025-03-30,你不去趟华为么,video17,comment14120
0,0,2025-03-30,底下应该有网兜,video18,comment24945
0,0,2025-04-08,我听了很多遍都没听懂他原来是在说他是老板 捂脸,video41,comment55303
0,0,2025-04-01,憨笑,video18,comment22588
0,1,2025-04-04,外国博主也会有坏人,video27,comment39020
0,3,2025-04-05,感谢中国文化博大精深，慢慢学吧，中国欢迎你 赞,video1,comment117
1,3,2025-03-27,看来广东不得看麻了，各种奇奇怪怪食材,video10,comment6413
0,0,2025-04-11,其实这些都是平时周末很多都有的，机器人在华强北,video40,comment52687
0,2,2025-04-02,川普就是重庆人 看,video30,comment47399
0,0,2025-03-29,视频的滤镜还是很大的。昏暗昏暗的,video7,comment3840
0,0,2025-03-27,小黑快回来，我们要跟美国打仗了,video11,comment8894
1,4,2025-04-11,我还以为我手机卡,video42,comment55572
5,1,2025-03-27,真的会中文还是AI,video7,comment3984
1,1,2025-04-06,好流利的口语好羡慕 泣不成声这是国际学校的学生吗？,video34,comment49450
0,0,2025-04-11,我也是 泪奔,video42,comment56072
0,1,2025-04-04,甲亢哥，欢迎来中国 玫瑰 玫瑰 玫瑰,video1,comment116
0,0,2025-04-21,对比物价外国人来中国旅行还是很舒服的,video27,comment35882
0,0,2025-03-30,空翻呢,video18,comment26110
1,1,2025-04-01,他要是知道底料是口水油会不会吐 泪奔,video24,comment30401
0,0,2025-03-31,来长沙试一下一盏灯 偷笑,video24,comment32521
11,110,2025-03-31,来广东坐坐高铁，全是隧道，能有网算你赢,video19,comment26259
0,0,2025-03-30,来看我,video17,comment13805
0,1,2025-04-10,这个外国人对中国古代研究的真全面啊，在古代确实小国小部落来和好 就是给东西又给钱 捂脸,video27,comment38599
0,1,2025-04-12,尬笑我刚要骂网速，给家里宽带打电话 尬笑,video42,comment55701
0,0,2025-03-27,这个人应该被喷，卖的太黑了败坏中国人名声,video3,comment1901
0,0,2025-04-15,爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心 爱心,video1,comment112
0,0,2025-03-31,最近几天一直在百度上看你的直播片段或视频了，特别喜欢你对中国真实的报道，谢谢你 比心 比心,video18,comment24544
0,0,2025-04-03,换个翻译顶上去,video18,comment21603
0,0,2025-04-13,我恐高一身汗,video18,comment18843
0,1,2025-04-17,我他喵的以为我卡了………,video42,comment55733
0,0,2025-04-12,果然是不吃辣 呲牙,video24,comment29892
0,0,2025-03-28,惬意？享受生活？,video13,comment11005
0,0,2025-04-03,想白嫖,video3,comment1604
0,0,2025-03-27,你去和他对线呀,video8,comment5045
2,9,2025-04-01,毕竟四川是真的有佛罗里 达州！ 不失礼貌的微笑,video21,comment28785
0,0,2025-04-11,我恐高受不了 ,video18,comment19091
0,0,2025-03-30,你是懂流量的 思考,video11,comment8029
0,0,2025-03-31,吐刀了,video3,comment1504
0,2,2025-04-02,还真像川普 捂脸 捂脸,video30,comment47443
0,0,2025-03-30,这不后空翻一个？ 打脸,video18,comment25638
0,0,2025-04-11,甲亢来霸州,video18,comment19155
0,1,2025-04-03,甲亢哥考起清华北大要感谢你 捂脸,video33,comment48834
1,8,2025-04-01,脸都黑了还不辣吗,video25,comment34201
0,2,2025-04-16,陪一张重庆夜景,video39,comment51591
0,0,2025-03-28,加油加油加油加油加油对不起对不起加油加油加油加油加油加油对不起对不起对不起对不起对不起加油加油加油加油加油,video15,comment11911
0,0,2025-04-05,比较夸张,video24,comment31142
1,0,2025-03-30,你们在哪看的直播啊,video17,comment13501
0,0,2025-03-31,尬笑,video18,comment23815
0,0,2025-03-31,I hope you will visit Shandong where you will have a more novel experience 抱抱你,video18,comment23670
0,32,2025-03-26,发明甲亢哥的人真是天才 看,video4,comment2400
1,3,2025-03-25,冰红茶英文是这样吗？ice red ted 捂脸 捂脸 捂脸 捂脸,video5,comment2650
0,0,2025-03-28,他只是来玩的，上个鸟班，他还有钱 捂脸,video13,comment10543
0,1,2025-04-02,一句话：咱稳稳当当的嗷,video27,comment39984
0,0,2025-04-03,赞 赞 赞,video27,comment42595
0,0,2025-04-07,他在押韵诶,video27,comment40943
2,1,2025-03-30,他怎么安静了？前几天还很活跃 泣不成声,video17,comment13172
0,1,2025-03-30,下一期视频还能出吗,video18,comment18134
0,0,2025-04-01,还是你最懂,video27,comment45650
11,4,2025-03-30,不是剃光头了嘛？头发咋回事,video17,comment12599
0,1,2025-03-27,哈哈哈哈这,video12,comment9617
0,0,2025-03-25,吐刀哪儿,video3,comment2258
0,0,2025-03-27,讲翻粤语 看,video8,comment4927
0,0,2025-03-31,咒骂 咒骂 咒骂,video24,comment33636
0,0,2025-04-04,欧嘛噶 呲牙 呲牙 呲牙 呲牙 呲牙 呲牙 呲牙,video18,comment21578
0,1,2025-04-05,欢迎您来阳朔，看中国最好的山水。,video18,comment17002
0,0,2025-04-06,用手抓呀,video24,comment31134
0,1,2025-04-03,欧卖嘎 看着心都抖 下面断裂呈现出出来了 注意安全,video18,comment17219
0,0,2025-04-02,七七跟我想的一样,video27,comment43680
0,0,2025-04-02,是的，无论什么情况下，都要自省，不要沉浸在捧捧捧中。发展发展发展！走自己的路！,video27,comment43997
0,2,2025-04-07,一个老外说话语速比我还快 发呆,video27,comment37708
0,0,2025-04-06,哥 云南在叫你,video18,comment20577
0,1,2025-04-02,差一个后空翻,video18,comment17274
0,0,2025-04-10,看的我腿软,video18,comment19314
0,0,2025-04-01,没实力才叫捧杀，有实力谈何捧杀,video27,comment45552
0,0,2025-03-28,自豪起来了？？？？6,video13,comment10686
0,0,2025-04-10,笑死 捂脸,video18,comment19477
0,1,2025-04-09,票都买了，八个人，看完那天视频我们八个人果断退票辗转重庆 看,video41,comment53843
0,0,2025-03-31,打仗时候送去前线 看,video11,comment7968
0,0,2025-04-03,恐高症犯了,video18,comment21865
0,1,2025-04-03,外国人怎么看我们不重要，我们只致力于做更好的自己,video27,comment39439
0,0,2025-03-31,咋不来武汉,video18,comment24266
0,0,2025-04-03,说的很对,video27,comment42841
0,0,2025-04-11,在甲亢哥的切片，每个海外平台溢出这种正面拉满的评论。你为什么说的话都很高级，但是调调又像Rap,video27,comment40545
0,0,2025-03-30,不是，你来甘肃不,video18,comment25053
0,1,2025-03-29,让他去物流干两天,video16,comment12159
0,0,2025-03-30,九转大肠,video17,comment13668
0,0,2025-03-27,57个名族？,video8,comment5057
0,0,2025-04-11,nnd，我的网络也卡了,video42,comment57088
0,0,2025-04-05,好想要一个小米手环8块钱的,video33,comment49099
0,0,2025-03-31,可以在这个账号也直播吗 微笑，抖爸爸去找他一下，我也想看看我们国家的个个地方的风土人情。,video18,comment23746
0,0,2025-03-31,都是玩家才能跟着甲亢哥玩 捂脸一个npc都没有,video19,comment27591
0,4,2025-04-12,我以为我卡了，原来是你卡了 呲牙,video42,comment55534
0,4,2025-04-03,说的太好了,video27,comment36779
0,0,2025-04-07,您好，我想给您推荐一些直播的地方：希望您有机会可以去桂林、张家界和贵州的少数民族地区去直播，这样可以更多元化的展现中国。1 和贵州的少数民族互动会很有趣，能带动增加您的粉丝数量；2 张家界、桂林等地区又是中国自然景观的代表，有着非常独特的景观和地貌；3 浙江省或江苏省的农村地区也很有特色，很多外国网友也很想看看真实的中国农村地区是什么样子；4 新疆地区在国际上也很有名，您也可以去看看，风土民情绝佳。以上这些地区加起来可以更加立体、全方位的展现中国，这样才是真正的中国。以上推荐仅供参考，谢谢 ,video18,comment20494
0,0,2025-04-01,美国的网络跟屎一样，到处都没信号,video19,comment27431
0,0,2025-04-09,人才,video39,comment52250
0,0,2025-04-03,本地人都不可能吃这么辣,video24,comment31421
0,0,2025-04-01,这舞蹈不错,video20,comment28586
0,0,2025-04-09,居然会用筷子 看,video25,comment33898
0,4,2025-03-28,法号：释延亢！,video14,comment11483
0,1,2025-04-12,确实是有高人啊 赞,video39,comment51878
0,0,2025-04-09,我看着都怕 尬笑,video18,comment19759
0,3,2025-04-02,辩证唯物主义，种花家阴阳之道。教会的是不要极端就好，物极必反，阴阳两端不可单取。,video27,comment37452
0,0,2025-04-01,油碟 宝批龙 抠鼻,video25,comment34980
0,0,2025-03-31,赞 赞 赞 赞,video11,comment7977
0,0,2025-04-09,居然会用筷子了 捂脸,video24,comment31016
0,0,2025-04-11,啥时候去的,video42,comment55860
0,3,2025-04-03,这哈儿果是非吃不可吗 捂脸,video33,comment48935
0,0,2025-04-09,我讨厌嗨贵 暗中观察,video41,comment54478
0,0,2025-03-31,我怎么没网络？,video19,comment27585
0,3,2025-04-02,说中国好的不一定是朋友。,video27,comment37433
1,1,2025-04-08,中国的创新之都不是浪得虚名的 赞,video40,comment52935
0,1,2025-04-05,谁敢上,video18,comment17005
0,2,2025-04-09,槟榔哥和婚闹、给小孩抽烟喝酒的是一种人,video41,comment53495
0,3,2025-04-01,这个老外真的是咋咋呼呼的,video6,comment3166
0,0,2025-03-30,他是不是来广东晒黑了？,video17,comment13404
0,0,2025-04-01,中国历史5000年了,video27,comment45090
0,0,2025-04-08,这个车不错 大金牙,video40,comment53003
0,0,2025-03-26,人怎么能e成这样,video10,comment7113
0,8,2025-04-05,这个情商。内心是个很善良的人,video26,comment35376
0,3,2025-04-08,我们的路还很长，我们现在还只是老牌发展中国家，我们的目标不止于五间大瓦房。,video27,comment37046
0,1,2025-04-01,这绝对是个speed大舅哥 看,video21,comment28918
1,0,2025-04-08,说的这么严重，有这么严重吗？在长沙吃,video41,comment55182
0,0,2025-03-28,你幸福吗？,video13,comment10872
0,1,2025-04-03,《马可波罗游迹》,video27,comment39183
0,0,2025-03-29,自从全国文旅颠成我不认识的样子以后，我觉得这哥们斯文多了 捂脸,video17,comment14559
0,2,2025-04-03,哈哈，最后一句话笑死我了 捂脸,video7,comment3567
0,0,2025-04-13,看的我都头晕,video18,comment18760
0,0,2025-03-30,我估计他老年了会想来中国养老,video17,comment13511
0,1,2025-03-29,哪来回哪去,video11,comment7579
0,0,2025-03-25,弯刀乐,video3,comment2260
0,0,2025-04-05,我躺着看。看完困了就睡觉。,video27,comment41461
0,0,2025-04-06,所以…去哪儿还是有很大区别的,video35,comment50021
0,26,2025-03-28,杰伦布朗比凯尔特人夺冠还开心 看,video12,comment9337
0,1,2025-04-02,甲亢哥：国足就别出来丢人了 捂脸,video29,comment47138
0,0,2025-04-08,好多都是提前安排好的，一点都不好看,video41,comment55283
0,0,2025-04-04,好吧。我全程没听懂,video34,comment49763
1,1,2025-03-31,高铁是因为那是社畜线，也是工作线，需要全程联网的,video19,comment27056
0,0,2025-03-28,哈哈哈哈哈哈哈哈哈哈哈 ,video15,comment11670
0,1,2025-03-31,最后一句不是罗纳尔多更好吗,video18,comment17727
0,0,2025-04-18,终于有人理性分析了。中国是很好 但是我们也还有很多不足，不能膨胀,video27,comment35991
0,0,2025-03-26,这个哥们声音很像王嘉尔,video7,comment4161
0,1,2025-03-31,想睡觉,video4,comment2546
0,1,2025-03-29,天下武功出少林,video16,comment12197
1,0,2025-04-06,全体起立,video38,comment51301
0,1,2025-03-27,反正我们这百分之90都卡。上海没去过，如果说不卡我有人信，毕竟北京上海信号铺设的也多,video9,comment5904
0,0,2025-04-12,我还以为我卡了 捂脸,video42,comment55559
0,0,2025-04-07,哟 白眼 喔 白眼,video37,comment50757
0,0,2025-04-01,买嘎啥 捂脸,video18,comment22502
0,0,2025-03-28,这是腿好了 捂脸,video13,comment10729
0,0,2025-04-06,还是要干外贸啊。。。。,video3,comment1290
0,1,2025-04-02,要警惕捧杀,video27,comment39527
0,0,2025-04-03,欢迎 甲亢哥和喜欢新疆的宝子们来大美新疆做客旅行体验新疆阿达西的热情好客 比心,video18,comment21792
0,0,2025-04-10,恐高 捂脸,video18,comment19324
125,15409,2025-04-08,全中国谁能找出来一个比芒果台还抽象的吗？,video41,comment53351
0,1,2025-04-04,我的评论只是为了让更多中国人看到这个视频,video27,comment39068
0,0,2025-04-05,赞 赞 赞 赞,video18,comment20990
0,2,2025-04-07,问他来之前有没有提前公安局报备，没有哪有这么顺利，里面妨碍公共持续给办了,video18,comment15981
0,0,2025-03-24,倒贴有点意死 捂脸,video2,comment1012
1,0,2025-03-29,咋咋呼呼的,video17,comment14797
0,0,2025-04-12,在香港。工作 如果不会粤语 英语。很难哦。 捂脸 捂脸 捂脸,video34,comment49815
0,3,2025-04-04,把 oh my god当救命喊 憨笑,video18,comment15652
1,7,2025-03-31,每次过隧道都没信号啊，害的我打金铲铲好几轮操作不了,video19,comment26700
0,0,2025-04-22,看着都怕,video18,comment15097
0,2,2025-04-02,这c罗听不懂英文太紧张了,video29,comment46849
0,3,2025-04-04,你很会，很懂抖音,video27,comment37162
0,0,2025-04-09,重庆的文案跟你差不多,video40,comment52827
0,0,2025-03-31,这小子短短几天就有200万 抖音粉丝,video18,comment24423
0,0,2025-04-03,肯德基我从来就。不要,video27,comment42549
0,0,2025-04-02,哇哦，目前我刷到过最有思想的外国博主，比曹操还有深度。可以哦。,video27,comment43405
0,1,2025-03-29,你过去给他做翻译，他有个翻译的故意使坏 捂脸,video8,comment4471
0,0,2025-04-02,你还没来广东呢,video18,comment22054
2,61,2025-03-28,来来来，让他去电子厂干一个月,video13,comment9965
0,1,2025-04-02,这是个raper,video27,comment39900
0,0,2025-03-31,狠人啊，都不蘸油料？,video24,comment33833
0,3,2025-03-31,他跟我一样都只会这一句英语吗 抠鼻,video18,comment15800
0,0,2025-03-26,太有活了 捂脸,video10,comment7161
0,4,2025-04-05,这位博主很客观 赞 赞 赞,video27,comment36682
0,1,2025-03-31,Welcome to China 比心！,video18,comment17912
1,11,2025-03-30,怎么都是博主 捂脸谁安排的,video6,comment3326
0,0,2025-03-31,好像 捂脸小旋风的鼻子,video24,comment32703
1,40,2025-03-31,去上两天班试试,video19,comment26513
0,0,2025-04-04,中国 好玩吧，中国人不骗人 赞 赞 赞 666,video1,comment452
0,0,2025-03-31,直接在郑州了，咋还想逐鹿中原呀,video18,comment23809
0,0,2025-04-04,我到是希望他去云南过泼水节 捂脸,video35,comment50347
0,0,2025-03-31,看着好圣经,video18,comment23403
0,0,2025-04-08,黑脸芒果台,video27,comment40774
0,0,2025-04-09,看得我手脚都麻了 不看,video18,comment19853
0,0,2025-03-30,这屌毛居然会说英语，而且这么流利，比我强多了,video1,comment610
0,1,2025-04-02,恐高人士已陷入恐慌 尬笑,video18,comment17296
0,0,2025-04-02,欧码噶，我看的腿软,video18,comment22317
0,3,2025-03-31,bro这不来个后空翻？ 捂脸 赞,video18,comment15772
0,2,2025-03-30,有没有甲亢哥概念股 看 看 看,video18,comment16487
4,4,2025-04-10,我隔着屏幕都掉下去了 微笑 微笑,video18,comment15375
0,2,2025-03-26,不是，他中文这么好的？,video7,comment3910
0,0,2025-04-05,这妹纸我真喜欢啊,video37,comment51028
0,0,2025-04-01,他的鼻涕为什么那么白？ 抠鼻,video24,comment31850
0,1,2025-04-03,那不对，要都看才行，知己知彼，四个字，这是老祖宗的智慧,video27,comment39343
0,0,2025-03-30,来新疆玩吗 流泪,video17,comment13657
0,0,2025-04-08,很有深度 比心,video27,comment40858
0,2,2025-04-03,佩服，打一拱手 鼓掌,video32,comment48363
0,4,2025-04-03,七七，说的很好。 抱拳我一直这么想这件事情。跟以前来跟风夸赞中国，外国人吃中国网络饭性质，突飞不一样。,video27,comment36831
0,0,2025-03-31,给哥们点个赞,video18,comment24665
0,0,2025-04-01,看 看,video25,comment34847
0,0,2025-03-31,应该体验一下我们的马拉松比赛，上个周末全国30个城市同时举办马拉松比赛，每场都是上万人参加，,video18,comment23393
0,0,2025-04-15,躺在床上看的我都腿都软 呲牙 捂脸 呲牙 捂脸 呲牙 捂脸,video18,comment18678
0,0,2025-04-13,外国人真词穷，只知道说OMG 看,video18,comment18784
0,0,2025-03-27,请开场友谊足球赛吧节目效果拉满那种，做慈善也好，门票188到1888这样很亲民,video5,comment2771
0,5,2025-03-27,你是广东人 那我是 流泪？,video8,comment4342
0,0,2025-03-31,中国牛逼,video19,comment27719
3,5,2025-03-30,我腿都软了，你们呢,video18,comment15455
12,1114,2025-04-09,甲亢哥信任给啥吃啥也是前几个城市铺垫好的，最后给长沙这期把信任霍霍没了,video41,comment53308
0,0,2025-04-11,还是回中国吧，马上5 1了，更热闹,video42,comment57121
0,0,2025-04-09,芒果一顿操作把甲亢哥给坑走了,video41,comment54786
0,3,2025-03-31,骂人是真是假？,video18,comment15354
0,2,2025-03-31,看得我手心都出汗了 捂脸,video18,comment16338
13,857,2025-03-25,甲亢哥情商真高，竟然说东方树叶比冰红茶好喝 捂脸,video5,comment2662
0,2,2025-03-28,太有节目了 看,video14,comment11507
0,0,2025-04-06,看饿了想吃,video24,comment31118
0,0,2025-04-04,下来了吗,video18,comment21598
0,0,2025-04-10,这个哥去给甲亢哥翻译我很开心 泪奔,video27,comment40602
0,0,2025-04-02,为你点赞 赞,video27,comment44085
0,0,2025-03-29,一棍打散武术魂，师傅我是外国人,video16,comment12239
1,2,2025-04-03,称呼他是猴子是什么意思啊 捂脸 捂脸 捂脸猴子是贬义词？耍猴的意思？,video26,comment35420
0,0,2025-04-01,阴暗面也不少，乐呵乐呵得了,video19,comment27416
0,2,2025-04-11,这份文案中文功底牛,video27,comment37638
0,1,2025-03-26,捂脸 捂脸 捂脸,video5,comment2905
0,0,2025-04-05,这是在直播，你敢要150！！,video3,comment1337
0,2,2025-04-05,不过，中国被抹黑太久了，由外国博主做些正面宣传，是好事,video27,comment37756
0,0,2025-03-30,还别说，光看脚都软 大笑 比心,video18,comment25501
0,0,2025-04-08,呐 那,video8,comment4329
0,0,2025-04-03,小伙子优秀 赞,video33,comment49149
0,0,2025-03-31,放这么辣把人家当日本人整啊 捂脸,video24,comment33098
4,24,2025-04-05,他急了,video35,comment50034
0,0,2025-04-04,啊，太在意别人的看法不好,video27,comment41756
0,0,2025-04-09,看着都晕了,video18,comment19873
0,25,2025-04-04,香港群众这拍车玻璃有点儿………大家心里有杆称了吧,video35,comment50366
0,1,2025-03-30,请在上面做后空翻,video18,comment18062
0,1,2025-03-26,不是，我们不和你咱 微笑,video8,comment4506
0,1,2025-04-01,每天3 5小时工作时间 憨笑 憨笑 憨笑,video19,comment26939
4,0,2025-03-31,不是在少林寺剃光头了吗,video20,comment28400
0,0,2025-04-07,我不敢上去，我想看你咋下来 呲牙,video18,comment20444
0,0,2025-03-29,记得喝胡辣汤,video17,comment14659
0,0,2025-04-02,盘龙立交去了没有？ 捂脸,video31,comment47887
0,0,2025-04-05,香港便利店的阿姨，英语粤语普通话随意切换 捂脸,video34,comment49678
0,0,2025-04-06,联想起丧尸电影情节,video35,comment50024
3,0,2025-03-29,他知道甲亢什么意思吗 泪奔,video1,comment631
0,4,2025-04-03,很中肯，我们的来时路就是要居安思危，不能忘本啊朋友们,video27,comment36799
0,0,2025-04-02,还没去重庆么，成都的火锅完全比不上重庆的,video24,comment31546
2,57,2025-04-04,最新的大陆小姐姐拯救了这场直播 赞 赞,video35,comment49984
0,0,2025-04-05,我怎么看，我坐着看，躺着看，然后呢，该上班上班，该苦日子就苦日子 抠鼻,video27,comment41184
0,0,2025-03-29,大头鹰是公知？,video16,comment12432
0,0,2025-04-03,甲亢哥没吃火车？,video30,comment47286
0,1,2025-03-31,运营团队好 请让我做speed的全程翻译,video18,comment17721
0,1,2025-04-05,你很棒！ 赞 赞 赞 感谢 感谢 感谢很中肯,video27,comment38855
0,14,2025-03-31,还是成都好，至少没挨打 呲牙。,video20,comment28468
0,0,2025-03-26,来广西试试,video9,comment6076
0,0,2025-03-31,让甲亢哥去沈阳劳动公园 呲牙,video21,comment29156
0,0,2025-03-30,马夏尔,video17,comment14055
0,0,2025-03-31,馨田油碟也是好起来了 笑哭,video24,comment32403
0,1,2025-04-03,这个歪果仁好厉害,video27,comment39415
0,1,2025-04-09,霍金去也得录两集综艺,video41,comment53764
0,0,2025-04-11,靠，我以为我卡了,video42,comment56597
0,0,2025-04-05,他们加微信了吗,video37,comment50899
0,11,2025-03-26,离谱，我有一个一模一样的25块,video3,comment1368
0,0,2025-03-31,我真笑了 麻烦你用一用 atnt 或者 tmobile卡在中国 走的根本跟咱们不是一个网速 捂脸,video19,comment27723
0,0,2025-03-27,老号不推流,video10,comment6786
